@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
2370,'2026/01/20 13:53:51:848',9,0.764373,0.481388,0.000001,0.727693,0.438146,-0.023492,0.69607,0.372123,-0.042732,0.662547,0.327878,-0.062928,0.625971,0.307294,-0.083096,0.749829,0.287863,-0.041556,0.738589,0.198885,-0.070992,0.733422,0.141729,-0.086491,0.732423,0.092675,-0.09572,0.791381,0.297498,-0.050157,0.819787,0.205117,-0.08452,0.840682,0.140789,-0.103727,0.863476,0.085211,-0.112234,0.824335,0.332766,-0.059622,0.833937,0.317292,-0.097435,0.800739,0.366224,-0.098198,0.780387,0.400548,-0.088052,0.84901,0.378891,-0.070721,0.848025,0.383053,-0.096219,0.818127,0.41483,-0.090391,0.796987,0.436125,-0.079425,3
2371,'2026/01/20 13:53:51:882',9,0.766459,0.480313,0.000001,0.728563,0.437589,-0.023233,0.696923,0.372813,-0.042467,0.662926,0.332008,-0.063015,0.62531,0.315131,-0.083978,0.750024,0.28686,-0.041521,0.738575,0.198805,-0.07059,0.734294,0.142006,-0.085819,0.734002,0.093183,-0.094872,0.792333,0.297508,-0.050497,0.82361,0.206789,-0.083746,0.846744,0.142079,-0.102289,0.870875,0.086812,-0.110451,0.825071,0.333572,-0.060456,0.836479,0.317718,-0.097867,0.803008,0.366033,-0.099353,0.781788,0.400392,-0.089751,0.849573,0.380376,-0.072015,0.849533,0.385637,-0.097628,0.818705,0.417007,-0.092455,0.796499,0.4386,-0.081977,3
2372,'2026/01/20 13:53:51:926',9,0.766892,0.480519,0.000001,0.729324,0.437443,-0.021974,0.697188,0.372643,-0.040954,0.661361,0.333528,-0.061511,0.623585,0.318267,-0.082629,0.75028,0.285624,-0.040635,0.7389,0.197999,-0.069101,0.735051,0.141325,-0.083991,0.735102,0.092795,-0.092969,0.792956,0.296557,-0.050211,0.827036,0.206882,-0.083079,0.852134,0.143167,-0.101641,0.877348,0.088965,-0.109785,0.825854,0.332887,-0.060558,0.836741,0.317311,-0.097138,0.802842,0.366242,-0.098254,0.781582,0.400124,-0.08854,0.850136,0.37952,-0.072382,0.848947,0.384253,-0.097058,0.8183,0.415562,-0.091166,0.796531,0.436678,-0.080229,3
2373,'2026/01/20 13:53:51:956',9,0.767297,0.48229,0.000001,0.730114,0.439176,-0.021215,0.697909,0.375084,-0.039579,0.6617,0.338922,-0.059682,0.623509,0.325912,-0.080564,0.750589,0.286123,-0.039657,0.738688,0.198194,-0.067461,0.734797,0.141397,-0.081712,0.7347,0.092881,-0.09027,0.793779,0.298021,-0.049556,0.827828,0.2089,-0.081608,0.853313,0.145934,-0.099543,0.878554,0.092344,-0.107271,0.82652,0.33506,-0.060274,0.837127,0.318885,-0.096803,0.802381,0.367585,-0.098669,0.780229,0.400858,-0.089509,0.850423,0.382308,-0.072324,0.848498,0.388472,-0.097621,0.816787,0.420731,-0.092606,0.794026,0.442007,-0.082271,3
2374,'2026/01/20 13:53:52:002',9,0.767043,0.481454,0.000001,0.730246,0.438579,-0.02138,0.697333,0.376534,-0.040421,0.660683,0.341708,-0.061118,0.622594,0.329304,-0.082581,0.750882,0.286498,-0.04112,0.73887,0.198683,-0.069251,0.73465,0.141849,-0.083673,0.734522,0.093111,-0.092374,0.794089,0.298322,-0.051082,0.829032,0.208915,-0.083674,0.854384,0.145985,-0.101922,0.879902,0.092108,-0.109918,0.826805,0.335374,-0.061701,0.837817,0.319254,-0.09807,0.803473,0.367806,-0.099499,0.782371,0.400813,-0.090189,0.850582,0.382354,-0.073676,0.848231,0.387842,-0.098441,0.816685,0.419751,-0.092858,0.794537,0.440624,-0.082241,3
2375,'2026/01/20 13:53:52:035',9,0.767408,0.480499,0.000001,0.73046,0.439477,-0.021469,0.697633,0.377476,-0.040623,0.660806,0.343355,-0.061524,0.622476,0.331976,-0.083073,0.75029,0.286539,-0.041201,0.738109,0.198542,-0.069778,0.733909,0.141814,-0.084319,0.733728,0.093427,-0.093071,0.793767,0.297527,-0.051446,0.828526,0.20788,-0.084799,0.85411,0.144168,-0.103535,0.879686,0.089935,-0.111672,0.826721,0.333999,-0.06239,0.837799,0.321607,-0.098876,0.803034,0.370822,-0.099917,0.781299,0.403047,-0.090239,0.850755,0.380622,-0.074828,0.848953,0.390575,-0.09928,0.817476,0.42246,-0.093619,0.79494,0.441505,-0.082964,3
2376,'2026/01/20 13:53:52:083',9,0.766194,0.484562,0.000001,0.729172,0.441285,-0.021157,0.695535,0.378952,-0.04114,0.656483,0.345183,-0.06326,0.617988,0.338057,-0.085783,0.747976,0.290079,-0.041105,0.734693,0.200067,-0.069659,0.730449,0.143055,-0.08452,0.73038,0.094435,-0.093929,0.791119,0.300818,-0.052027,0.824705,0.210012,-0.086512,0.850673,0.145421,-0.106344,0.876737,0.089797,-0.115709,0.823822,0.337208,-0.063412,0.835052,0.320297,-0.099786,0.800956,0.372918,-0.098849,0.779471,0.407796,-0.088104,0.847505,0.383812,-0.076504,0.847764,0.389272,-0.100269,0.817602,0.422571,-0.092885,0.795356,0.443697,-0.081251,3
2377,'2026/01/20 13:53:52:130',9,0.765672,0.480989,0.000001,0.729193,0.44168,-0.022817,0.695378,0.38085,-0.042275,0.657619,0.347013,-0.063095,0.619401,0.334256,-0.084693,0.747926,0.288833,-0.0434,0.735566,0.200457,-0.072368,0.730384,0.143671,-0.086931,0.729691,0.094667,-0.09571,0.792178,0.298971,-0.05265,0.825271,0.210096,-0.085351,0.850133,0.147826,-0.103206,0.875399,0.094369,-0.110932,0.825478,0.334791,-0.06279,0.836237,0.323359,-0.099353,0.801723,0.372814,-0.10123,0.780165,0.405039,-0.092399,0.849531,0.381223,-0.074451,0.846532,0.395726,-0.100196,0.814525,0.427922,-0.096223,0.792073,0.446442,-0.086787,3
2378,'2026/01/20 13:53:52:179',9,0.765936,0.479993,0.000001,0.728623,0.439983,-0.022416,0.695262,0.378431,-0.042063,0.657324,0.344245,-0.063239,0.619028,0.333089,-0.084917,0.748171,0.288352,-0.042323,0.735671,0.199654,-0.071528,0.730725,0.142658,-0.086334,0.729901,0.09431,-0.095183,0.791707,0.298624,-0.052,0.824559,0.209243,-0.085908,0.849643,0.14585,-0.104842,0.87494,0.091334,-0.113062,0.824695,0.33413,-0.062434,0.835723,0.323481,-0.098898,0.80193,0.37298,-0.099784,0.780248,0.404382,-0.090107,0.848866,0.379923,-0.074505,0.847553,0.393114,-0.098905,0.816784,0.425037,-0.093424,0.794299,0.442699,-0.082955,3
2379,'2026/01/20 13:53:52:210',9,0.765297,0.479586,0.000001,0.72808,0.43835,-0.022704,0.694919,0.376387,-0.042685,0.656606,0.340633,-0.064129,0.617827,0.327708,-0.086016,0.748087,0.287795,-0.042594,0.735474,0.19966,-0.071833,0.730148,0.142993,-0.086834,0.729145,0.094362,-0.09588,0.790996,0.298399,-0.052202,0.82374,0.208731,-0.086356,0.848522,0.145146,-0.10564,0.873872,0.090384,-0.114155,0.823603,0.334457,-0.062504,0.834553,0.322674,-0.099661,0.800135,0.372534,-0.100712,0.778281,0.404658,-0.090969,0.847292,0.380786,-0.074375,0.846931,0.391076,-0.099419,0.816253,0.423137,-0.093755,0.793745,0.441701,-0.083005,3
2380,'2026/01/20 13:53:52:254',9,0.764903,0.479642,0.000001,0.727555,0.438571,-0.022769,0.694283,0.375611,-0.042539,0.656647,0.337987,-0.063723,0.617739,0.325358,-0.085256,0.748313,0.288256,-0.042743,0.735875,0.199623,-0.071729,0.730351,0.142985,-0.086457,0.729107,0.094252,-0.095403,0.790721,0.298934,-0.052304,0.823251,0.208873,-0.086342,0.847498,0.145178,-0.10537,0.872383,0.090327,-0.113825,0.822881,0.335448,-0.06253,0.833956,0.322249,-0.09957,0.800148,0.372096,-0.100288,0.77897,0.404348,-0.090405,0.846198,0.382553,-0.074343,0.845871,0.392219,-0.09929,0.815214,0.424263,-0.093496,0.792648,0.442773,-0.082762,3
2381,'2026/01/20 13:53:52:303',9,0.764727,0.478493,0.000001,0.727441,0.438565,-0.023068,0.693993,0.375505,-0.042703,0.656683,0.337614,-0.063684,0.617825,0.324838,-0.085071,0.748309,0.288264,-0.04287,0.736007,0.200042,-0.071856,0.730391,0.143327,-0.086433,0.729103,0.094504,-0.095193,0.790877,0.298462,-0.052175,0.823138,0.208669,-0.08603,0.847329,0.145146,-0.10471,0.872169,0.090567,-0.112801,0.823224,0.334622,-0.062226,0.833895,0.322671,-0.0994,0.80034,0.372614,-0.100235,0.779392,0.405005,-0.09027,0.846865,0.381535,-0.073875,0.846336,0.392153,-0.098882,0.81594,0.424322,-0.093242,0.793667,0.442786,-0.082556,3
2382,'2026/01/20 13:53:52:349',9,0.765392,0.479052,0.000001,0.727689,0.436682,-0.023435,0.693816,0.373098,-0.043346,0.656509,0.332988,-0.064559,0.619039,0.317385,-0.085857,0.748338,0.287348,-0.042467,0.736484,0.198807,-0.07214,0.731142,0.142374,-0.087493,0.730141,0.093705,-0.096665,0.79033,0.298364,-0.051501,0.822347,0.209358,-0.086789,0.845727,0.14583,-0.106502,0.870358,0.090743,-0.115235,0.822339,0.334613,-0.061247,0.833377,0.320798,-0.099175,0.800769,0.371791,-0.099288,0.780859,0.405561,-0.088582,0.845662,0.381191,-0.072678,0.847467,0.387312,-0.097916,0.818179,0.419566,-0.091377,0.796573,0.438959,-0.07981,3
2383,'2026/01/20 13:53:52:396',9,0.765388,0.480188,0.000001,0.726882,0.437198,-0.023942,0.692973,0.371104,-0.043983,0.656323,0.327471,-0.0651,0.618955,0.305796,-0.086122,0.749068,0.288766,-0.042999,0.738074,0.199086,-0.072718,0.73245,0.142022,-0.088215,0.731391,0.093044,-0.097486,0.789942,0.300445,-0.051371,0.8207,0.211611,-0.087091,0.843749,0.147874,-0.106884,0.868382,0.092751,-0.115677,0.82166,0.335957,-0.060479,0.83212,0.32071,-0.099178,0.799988,0.370996,-0.099563,0.780133,0.404928,-0.088973,0.845211,0.381065,-0.07122,0.847263,0.385093,-0.097689,0.81835,0.417151,-0.091699,0.79691,0.437032,-0.080337,3
2384,'2026/01/20 13:53:52:428',9,0.76783,0.480687,0.000001,0.726923,0.439849,-0.023421,0.692499,0.370289,-0.0414,0.656808,0.324629,-0.060518,0.619882,0.299963,-0.079699,0.74994,0.289794,-0.039955,0.739566,0.199608,-0.068091,0.734048,0.142367,-0.082165,0.732417,0.093422,-0.090421,0.790587,0.301541,-0.047904,0.819484,0.214229,-0.081148,0.840876,0.152162,-0.099115,0.863466,0.098411,-0.106681,0.821953,0.336393,-0.057031,0.830354,0.323397,-0.09489,0.800904,0.374167,-0.096266,0.783282,0.4076,-0.086372,0.845693,0.3808,-0.06769,0.846442,0.388449,-0.094172,0.818732,0.420927,-0.089783,0.798799,0.440146,-0.079674,3
2385,'2026/01/20 13:53:52:472',9,0.768399,0.480628,0.000001,0.726485,0.439927,-0.025147,0.691723,0.369519,-0.043884,0.657551,0.320676,-0.063249,0.620388,0.293535,-0.082292,0.748734,0.290922,-0.040195,0.739768,0.201001,-0.067528,0.734376,0.144047,-0.081273,0.73297,0.095006,-0.08931,0.788555,0.303388,-0.046853,0.815423,0.216106,-0.080792,0.834379,0.153499,-0.099231,0.855771,0.098961,-0.107138,0.819994,0.337378,-0.054672,0.825246,0.322175,-0.09358,0.79681,0.373095,-0.094242,0.781623,0.40694,-0.083481,0.844654,0.379683,-0.064006,0.844541,0.374945,-0.090265,0.818486,0.408469,-0.083957,0.800695,0.430152,-0.072447,3
2386,'2026/01/20 13:53:52:519',9,0.768083,0.479837,0.000001,0.725443,0.438328,-0.024703,0.691413,0.367131,-0.042617,0.658242,0.317076,-0.061206,0.621371,0.288083,-0.079438,0.748496,0.291478,-0.038711,0.739744,0.202242,-0.065895,0.733604,0.145684,-0.079428,0.731363,0.097026,-0.087353,0.787671,0.304618,-0.0455,0.8122,0.218472,-0.079592,0.828572,0.156397,-0.09801,0.847797,0.10176,-0.106022,0.818444,0.338505,-0.053578,0.823694,0.322434,-0.093087,0.795081,0.373682,-0.093976,0.779729,0.405926,-0.083524,0.8425,0.380443,-0.06309,0.842033,0.377418,-0.090386,0.815105,0.411741,-0.084927,0.79673,0.43194,-0.074134,3
2387,'2026/01/20 13:53:52:566',9,0.768666,0.479452,0.000001,0.724316,0.437761,-0.023598,0.689399,0.363525,-0.040051,0.657941,0.311125,-0.057178,0.62153,0.279287,-0.073831,0.747026,0.294045,-0.034617,0.738819,0.204993,-0.058949,0.732729,0.149613,-0.071107,0.730325,0.101246,-0.077981,0.784143,0.30629,-0.040329,0.804098,0.221911,-0.071269,0.817339,0.161404,-0.087948,0.833912,0.108569,-0.095185,0.814806,0.336263,-0.047364,0.815611,0.318456,-0.084633,0.789178,0.368884,-0.085346,0.775292,0.403787,-0.075017,0.83997,0.373416,-0.055718,0.837513,0.356368,-0.080435,0.813731,0.390345,-0.073733,0.798263,0.414831,-0.062486,3
2388,'2026/01/20 13:53:52:612',9,0.766666,0.478485,0.000001,0.722878,0.437525,-0.022483,0.688702,0.362533,-0.038173,0.657882,0.310529,-0.054907,0.62104,0.279134,-0.071458,0.747669,0.291676,-0.033259,0.740995,0.204375,-0.05771,0.735765,0.14887,-0.07041,0.734,0.099974,-0.077955,0.785285,0.304039,-0.039683,0.806664,0.221324,-0.071396,0.818999,0.162523,-0.088992,0.834358,0.111771,-0.09689,0.816433,0.335321,-0.047256,0.816202,0.319409,-0.084814,0.789419,0.371105,-0.085197,0.775302,0.406415,-0.074751,0.841953,0.373574,-0.056051,0.837896,0.358467,-0.081165,0.813816,0.393527,-0.074226,0.798041,0.418028,-0.062796,3
2389,'2026/01/20 13:53:52:657',9,0.767924,0.477555,0.000001,0.724072,0.436689,-0.023159,0.689492,0.362974,-0.03945,0.659176,0.311059,-0.056591,0.623357,0.278059,-0.073401,0.748566,0.292107,-0.034495,0.742367,0.204401,-0.059612,0.737328,0.148554,-0.072566,0.73606,0.099254,-0.080205,0.786121,0.304836,-0.040697,0.807934,0.222447,-0.073539,0.821154,0.163389,-0.091693,0.837807,0.111404,-0.099869,0.817079,0.336264,-0.048023,0.819029,0.321011,-0.086544,0.790593,0.372118,-0.086966,0.774937,0.406507,-0.076355,0.842354,0.374756,-0.056618,0.840497,0.359433,-0.082496,0.815976,0.394591,-0.075669,0.799357,0.418607,-0.064159,3
2390,'2026/01/20 13:53:52:691',9,0.768159,0.478639,0.000001,0.724035,0.43742,-0.023236,0.690119,0.362807,-0.039612,0.660434,0.309976,-0.056856,0.624733,0.276395,-0.073793,0.749083,0.29253,-0.034254,0.743029,0.204489,-0.059276,0.7385,0.148678,-0.072406,0.737507,0.099523,-0.080144,0.786196,0.305659,-0.040338,0.807819,0.222632,-0.072901,0.821085,0.163656,-0.090837,0.837477,0.112282,-0.098831,0.817132,0.336847,-0.047579,0.817346,0.319418,-0.085969,0.790142,0.371339,-0.085997,0.775594,0.407195,-0.074996,0.84255,0.374584,-0.056084,0.839633,0.355819,-0.081624,0.816038,0.390945,-0.074097,0.800629,0.415942,-0.062023,3
2391,'2026/01/20 13:53:52:723',9,0.769282,0.479393,0.000001,0.724246,0.437784,-0.0221,0.689981,0.362217,-0.037343,0.660254,0.308976,-0.05365,0.624959,0.2756,-0.069704,0.748696,0.292553,-0.0322,0.742652,0.204015,-0.056172,0.738396,0.148206,-0.068722,0.737643,0.099161,-0.076173,0.78554,0.305427,-0.03847,0.806389,0.223398,-0.06949,0.819099,0.164663,-0.086752,0.834918,0.113409,-0.094513,0.816191,0.336068,-0.045944,0.815833,0.319429,-0.083064,0.78883,0.371186,-0.08353,0.774417,0.407063,-0.073207,0.841347,0.373497,-0.05465,0.836854,0.357836,-0.079839,0.812806,0.393559,-0.07321,0.797524,0.419165,-0.061944,3
2392,'2026/01/20 13:53:52:768',9,0.768034,0.480141,0.000001,0.723791,0.438098,-0.022122,0.68992,0.362062,-0.037343,0.659696,0.309068,-0.053609,0.624183,0.275992,-0.06964,0.748713,0.292585,-0.031878,0.743,0.204701,-0.055445,0.738639,0.14917,-0.0679,0.737655,0.100126,-0.075331,0.785395,0.305221,-0.038068,0.807243,0.222412,-0.068474,0.819479,0.163898,-0.08542,0.834593,0.113439,-0.093049,0.816185,0.33607,-0.04548,0.815234,0.318667,-0.082194,0.78816,0.370441,-0.082527,0.774074,0.406361,-0.072153,0.841435,0.373477,-0.054088,0.837336,0.354847,-0.078477,0.813483,0.389579,-0.071289,0.798395,0.414879,-0.059811,3
2393,'2026/01/20 13:53:52:815',9,0.770302,0.480083,0.000001,0.725684,0.437653,-0.022154,0.692071,0.361169,-0.037337,0.66145,0.307915,-0.0535,0.626723,0.273431,-0.069367,0.749127,0.293211,-0.031567,0.743243,0.205043,-0.055305,0.73902,0.149581,-0.067958,0.738303,0.100835,-0.075483,0.785311,0.306299,-0.037874,0.805202,0.224105,-0.067994,0.815739,0.165985,-0.084546,0.82962,0.115578,-0.091943,0.815703,0.337394,-0.045562,0.814193,0.318238,-0.082117,0.787328,0.371042,-0.081873,0.774164,0.407046,-0.071174,0.840572,0.375237,-0.054492,0.83477,0.356411,-0.079014,0.810417,0.392225,-0.071709,0.796322,0.417755,-0.060126,3
2394,'2026/01/20 13:53:52:862',9,0.765154,0.477707,0.000001,0.724747,0.433739,-0.022227,0.694301,0.356725,-0.037445,0.663661,0.304458,-0.053514,0.628641,0.270889,-0.069406,0.748233,0.292492,-0.032576,0.742637,0.204684,-0.056666,0.738234,0.149664,-0.069056,0.737152,0.101289,-0.076291,0.784492,0.306053,-0.03893,0.80474,0.222627,-0.069179,0.814393,0.164041,-0.085482,0.827331,0.113148,-0.092555,0.814812,0.337929,-0.046618,0.81322,0.318211,-0.08333,0.786085,0.369973,-0.083263,0.773051,0.40446,-0.072662,0.839393,0.37644,-0.055483,0.832568,0.360222,-0.079961,0.807566,0.396179,-0.072923,0.793561,0.420954,-0.061597,3
2395,'2026/01/20 13:53:52:893',9,0.768314,0.478068,0.000001,0.72599,0.433269,-0.020488,0.694669,0.355735,-0.034696,0.664353,0.302332,-0.050167,0.629371,0.269687,-0.06543,0.748835,0.292334,-0.029065,0.742162,0.204349,-0.051871,0.737654,0.149356,-0.063696,0.736114,0.101243,-0.070579,0.784508,0.305697,-0.035841,0.80375,0.222894,-0.064983,0.812916,0.164479,-0.081035,0.825018,0.11276,-0.088038,0.81452,0.336515,-0.043885,0.810786,0.314006,-0.080127,0.784638,0.367395,-0.07994,0.772651,0.403563,-0.069075,0.839044,0.373953,-0.052955,0.830942,0.35141,-0.076839,0.806745,0.387505,-0.069126,0.79393,0.413765,-0.057255,3
2396,'2026/01/20 13:53:52:941',9,0.766994,0.476937,0.000001,0.726895,0.431007,-0.020369,0.696049,0.353704,-0.034682,0.664735,0.301025,-0.050038,0.629674,0.268403,-0.065259,0.748528,0.29243,-0.031568,0.742237,0.203857,-0.054948,0.737713,0.148929,-0.066714,0.736595,0.100633,-0.073602,0.784876,0.305505,-0.038245,0.804945,0.222646,-0.068249,0.814121,0.163832,-0.084741,0.826404,0.112544,-0.092113,0.81512,0.337097,-0.045883,0.81295,0.317669,-0.08188,0.785899,0.36879,-0.081967,0.772969,0.40308,-0.071715,0.83928,0.375413,-0.054487,0.8317,0.359579,-0.078659,0.806136,0.395396,-0.071926,0.791664,0.420264,-0.060915,3
2397,'2026/01/20 13:53:52:989',9,0.768718,0.477907,0.000001,0.727525,0.431746,-0.020203,0.696713,0.35351,-0.034075,0.665263,0.300068,-0.049159,0.630036,0.267815,-0.064069,0.748749,0.292284,-0.028838,0.741694,0.204124,-0.051584,0.737265,0.149001,-0.063391,0.735916,0.100816,-0.070385,0.784462,0.30524,-0.035495,0.8035,0.222693,-0.064687,0.811932,0.164293,-0.081034,0.823212,0.112906,-0.088345,0.814399,0.336163,-0.043316,0.811884,0.313778,-0.078841,0.786155,0.365773,-0.078696,0.774234,0.401127,-0.068223,0.838333,0.373912,-0.052159,0.830718,0.354112,-0.075711,0.806333,0.390333,-0.068454,0.793244,0.416384,-0.057065,3
2398,'2026/01/20 13:53:53:035',9,0.76794,0.473898,0.000001,0.727601,0.429052,-0.020496,0.697255,0.351119,-0.034289,0.667011,0.298968,-0.049101,0.632154,0.265863,-0.063827,0.749363,0.290444,-0.030782,0.743676,0.203538,-0.05439,0.739087,0.149154,-0.06623,0.73766,0.101309,-0.073003,0.785792,0.302821,-0.037425,0.804986,0.220005,-0.066988,0.81384,0.160844,-0.083046,0.826023,0.108726,-0.089937,0.816201,0.334018,-0.045242,0.814052,0.317251,-0.081216,0.786896,0.368306,-0.081446,0.773583,0.401901,-0.071139,0.840544,0.37236,-0.05407,0.832378,0.35995,-0.078224,0.806622,0.395995,-0.071647,0.792088,0.420046,-0.06068,3
2399,'2026/01/20 13:53:53:066',9,0.768105,0.47472,0.000001,0.727116,0.429842,-0.021786,0.697083,0.351937,-0.036433,0.667278,0.298373,-0.052022,0.632679,0.264978,-0.067194,0.749586,0.292182,-0.030951,0.743468,0.204751,-0.055362,0.738604,0.149201,-0.068119,0.736939,0.100612,-0.075535,0.784882,0.304545,-0.03718,0.80392,0.22146,-0.068633,0.812856,0.16212,-0.085916,0.825503,0.110243,-0.093482,0.814766,0.334798,-0.044687,0.814161,0.313808,-0.082097,0.787606,0.365681,-0.081563,0.774899,0.400617,-0.070278,0.839113,0.371633,-0.053376,0.835071,0.350229,-0.077806,0.811104,0.385272,-0.070027,0.797305,0.409963,-0.057998,3
2400,'2026/01/20 13:53:53:115',9,0.768122,0.474065,0.000001,0.727046,0.43013,-0.021726,0.697404,0.35191,-0.035915,0.668078,0.298962,-0.050919,0.633553,0.265516,-0.065575,0.74911,0.290954,-0.030752,0.743904,0.20403,-0.054379,0.739489,0.149121,-0.066403,0.738299,0.101021,-0.073421,0.78508,0.303133,-0.036961,0.804275,0.221279,-0.067324,0.813923,0.163282,-0.083817,0.827014,0.11249,-0.090923,0.815272,0.333779,-0.044467,0.815436,0.313939,-0.081336,0.788661,0.365977,-0.080957,0.775055,0.400772,-0.070014,0.839701,0.371292,-0.053133,0.835153,0.353962,-0.077998,0.81076,0.390155,-0.070993,0.796243,0.414781,-0.059533,3
2401,'2026/01/20 13:53:53:158',9,0.766141,0.473933,0.000001,0.725901,0.428688,-0.021968,0.697723,0.350782,-0.036278,0.669422,0.29759,-0.051383,0.635492,0.263249,-0.06613,0.749847,0.291018,-0.031055,0.744615,0.204122,-0.055197,0.740121,0.149141,-0.067429,0.73891,0.100805,-0.074412,0.785537,0.303179,-0.037165,0.805043,0.220098,-0.067934,0.814647,0.16142,-0.084663,0.828051,0.110304,-0.091762,0.815447,0.333812,-0.0446,0.815924,0.315371,-0.081806,0.78853,0.367094,-0.081602,0.774878,0.401794,-0.070547,0.839552,0.371386,-0.053214,0.835904,0.35463,-0.077992,0.811584,0.390201,-0.070858,0.79734,0.414538,-0.059209,3
2402,'2026/01/20 13:53:53:205',9,0.768944,0.474935,0.000001,0.727535,0.430695,-0.021163,0.698565,0.350706,-0.034858,0.670285,0.295822,-0.049552,0.635415,0.262231,-0.063979,0.750602,0.291118,-0.029019,0.744837,0.204237,-0.052951,0.740622,0.148296,-0.065343,0.739082,0.099719,-0.072367,0.785592,0.303281,-0.035428,0.805071,0.217733,-0.06591,0.816017,0.157604,-0.082488,0.829759,0.105236,-0.089332,0.81542,0.333477,-0.04318,0.814994,0.311156,-0.080665,0.789334,0.36377,-0.080295,0.776204,0.399666,-0.068748,0.839977,0.370689,-0.052002,0.835588,0.348892,-0.07695,0.811804,0.385848,-0.069115,0.797419,0.411931,-0.056732,3
2403,'2026/01/20 13:53:53:238',9,0.767518,0.474086,0.000001,0.727097,0.429294,-0.021733,0.698981,0.350588,-0.035656,0.67074,0.296373,-0.050401,0.636569,0.262247,-0.064896,0.750579,0.2907,-0.030755,0.745111,0.204323,-0.054965,0.740683,0.149293,-0.067159,0.739332,0.100882,-0.074009,0.786346,0.30229,-0.036909,0.806415,0.217506,-0.067242,0.816927,0.157617,-0.083635,0.830619,0.105297,-0.090428,0.816197,0.33272,-0.044408,0.817242,0.314891,-0.081472,0.79065,0.366259,-0.081653,0.776862,0.400822,-0.070768,0.840091,0.370409,-0.053047,0.83614,0.355868,-0.077928,0.811475,0.392041,-0.071176,0.796398,0.416724,-0.059724,3
2404,'2026/01/20 13:53:53:286',9,0.768916,0.473933,0.000001,0.727544,0.429899,-0.021444,0.69868,0.350066,-0.035195,0.671075,0.295104,-0.049873,0.636483,0.261003,-0.064235,0.750122,0.29046,-0.02958,0.744221,0.203636,-0.053876,0.740052,0.147838,-0.066333,0.738807,0.099298,-0.073316,0.785495,0.302125,-0.035905,0.804929,0.216296,-0.066768,0.816097,0.156164,-0.083387,0.830183,0.103801,-0.090174,0.815509,0.332163,-0.043605,0.815634,0.310211,-0.081639,0.789738,0.363218,-0.081396,0.776428,0.399353,-0.069799,0.840144,0.369521,-0.052371,0.836179,0.348717,-0.077792,0.812119,0.3853,-0.070219,0.797081,0.410869,-0.057933,3
2405,'2026/01/20 13:53:53:331',9,0.768428,0.473822,0.000001,0.726992,0.430844,-0.0218,0.698303,0.351523,-0.035776,0.670721,0.295472,-0.050572,0.635874,0.261641,-0.065028,0.749739,0.290246,-0.030683,0.743241,0.203432,-0.055577,0.738435,0.147733,-0.068314,0.736644,0.099032,-0.075511,0.7856,0.300799,-0.037111,0.805183,0.213061,-0.068588,0.816453,0.151891,-0.085759,0.830955,0.098793,-0.09283,0.815774,0.330962,-0.044816,0.817493,0.312045,-0.082917,0.790876,0.363448,-0.082905,0.77674,0.398435,-0.071476,0.839906,0.368929,-0.053655,0.836636,0.352977,-0.079207,0.812345,0.388815,-0.071998,0.796816,0.413445,-0.059908,3
