@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
905,'2026/01/20 13:50:12:569',4,0.691411,0.64766,0.000001,0.648266,0.601373,-0.031313,0.640123,0.527471,-0.047211,0.694638,0.48662,-0.05998,0.74516,0.474175,-0.074031,0.654046,0.435565,-0.04184,0.622394,0.342662,-0.065838,0.607018,0.278494,-0.083805,0.597631,0.222488,-0.098689,0.702983,0.426021,-0.044766,0.711575,0.316619,-0.066736,0.722195,0.244166,-0.088144,0.730828,0.175944,-0.104513,0.74037,0.447962,-0.050624,0.767147,0.351284,-0.080211,0.787415,0.285953,-0.108051,0.802614,0.223024,-0.12686,0.771449,0.490597,-0.057933,0.814911,0.436449,-0.088179,0.8453,0.401107,-0.106496,0.869319,0.367071,-0.119133,4
906,'2026/01/20 13:50:12:614',4,0.691776,0.646295,0.000001,0.648347,0.600711,-0.032225,0.639896,0.526941,-0.049106,0.694497,0.485698,-0.062786,0.745431,0.47207,-0.077703,0.653624,0.434914,-0.04347,0.622445,0.341353,-0.068191,0.607284,0.276624,-0.08648,0.597764,0.220099,-0.101562,0.70295,0.425098,-0.046343,0.711498,0.3153,-0.068807,0.722212,0.242647,-0.090419,0.730759,0.174031,-0.106994,0.74076,0.447169,-0.05218,0.766449,0.350817,-0.082067,0.78649,0.286126,-0.109689,0.801443,0.223563,-0.12834,0.771978,0.489846,-0.05957,0.815183,0.435292,-0.09003,0.845607,0.399979,-0.10828,0.869593,0.366029,-0.120836,4
907,'2026/01/20 13:50:12:660',4,0.69524,0.648242,0.000001,0.650389,0.604395,-0.032648,0.641039,0.531505,-0.04903,0.695644,0.489003,-0.06227,0.746557,0.475744,-0.076499,0.655507,0.436903,-0.042583,0.62269,0.342356,-0.06686,0.607654,0.277385,-0.08466,0.598326,0.220524,-0.099472,0.704599,0.426594,-0.045241,0.712873,0.317442,-0.067714,0.723694,0.244534,-0.089022,0.732488,0.176535,-0.105218,0.742185,0.448472,-0.051042,0.766419,0.353057,-0.081867,0.785668,0.288492,-0.109941,0.800766,0.226846,-0.128554,0.773554,0.49065,-0.058446,0.817031,0.437526,-0.090624,0.848772,0.402553,-0.110184,0.874679,0.369338,-0.123295,4
940,'2026/01/20 13:50:34:608',6,0.784003,0.643048,0.000001,0.724995,0.610667,-0.034456,0.668847,0.55206,-0.058919,0.620566,0.508593,-0.08094,0.571494,0.484414,-0.105395,0.722546,0.423546,-0.051118,0.681388,0.331491,-0.079873,0.659616,0.270652,-0.101632,0.645149,0.214448,-0.118134,0.773694,0.408017,-0.05647,0.773946,0.291823,-0.082313,0.77677,0.212995,-0.103807,0.780057,0.141605,-0.120226,0.819687,0.423945,-0.064785,0.838877,0.311923,-0.095761,0.852042,0.237319,-0.118805,0.861195,0.167743,-0.134847,0.860087,0.463123,-0.074937,0.901812,0.394984,-0.104251,0.932017,0.351902,-0.11749,0.955574,0.310658,-0.126314,5
941,'2026/01/20 13:50:34:652',6,0.78308,0.638431,0.000001,0.724204,0.608244,-0.035093,0.667781,0.55104,-0.059902,0.62002,0.507155,-0.08212,0.571397,0.482653,-0.106645,0.721887,0.422144,-0.051725,0.681601,0.331074,-0.080417,0.659793,0.27106,-0.102233,0.64513,0.21506,-0.118922,0.773344,0.406845,-0.056774,0.774009,0.291297,-0.082578,0.77651,0.21307,-0.104303,0.779545,0.141785,-0.121051,0.819476,0.422897,-0.064755,0.83832,0.311892,-0.095705,0.850961,0.237923,-0.11848,0.859683,0.168703,-0.13445,0.859957,0.462031,-0.074639,0.901045,0.39464,-0.103871,0.930372,0.351553,-0.116925,0.953117,0.310108,-0.125703,5
942,'2026/01/20 13:50:34:684',6,0.78324,0.639131,0.000001,0.724249,0.608845,-0.034856,0.66788,0.550793,-0.059189,0.619613,0.507261,-0.080979,0.570113,0.483837,-0.105193,0.721884,0.422442,-0.051269,0.680092,0.330894,-0.079677,0.658301,0.270031,-0.101231,0.643942,0.214045,-0.117688,0.773037,0.406843,-0.056286,0.772919,0.29176,-0.081897,0.775559,0.213616,-0.103337,0.778777,0.142928,-0.119801,0.819158,0.422641,-0.06426,0.837901,0.311156,-0.095031,0.850481,0.236814,-0.118057,0.859358,0.167244,-0.134195,0.859683,0.461728,-0.074111,0.900486,0.394893,-0.103454,0.929723,0.352264,-0.116866,0.952687,0.311118,-0.125864,5
943,'2026/01/20 13:50:34:729',6,0.783187,0.636719,0.000001,0.723756,0.606331,-0.034226,0.667349,0.548714,-0.058201,0.618868,0.505537,-0.079852,0.56986,0.481202,-0.10382,0.720882,0.421041,-0.04944,0.679855,0.330223,-0.077665,0.65802,0.269662,-0.099201,0.643577,0.213893,-0.11565,0.771977,0.405588,-0.054738,0.772373,0.290404,-0.080092,0.775144,0.212267,-0.101537,0.778501,0.141422,-0.118012,0.817942,0.421442,-0.063056,0.836618,0.311436,-0.093554,0.849024,0.237528,-0.116176,0.857572,0.168207,-0.132001,0.858412,0.460389,-0.073248,0.899236,0.393995,-0.101975,0.928148,0.351095,-0.114797,0.950654,0.309698,-0.12342,5
944,'2026/01/20 13:50:34:778',6,0.784033,0.6271,0.000001,0.724614,0.599815,-0.034392,0.666008,0.543338,-0.057993,0.616331,0.502056,-0.079111,0.566812,0.482086,-0.10232,0.718144,0.413571,-0.048935,0.676496,0.323195,-0.075676,0.654608,0.26444,-0.095945,0.64027,0.210119,-0.11147,0.76975,0.397294,-0.053467,0.770455,0.282731,-0.076894,0.772789,0.207127,-0.096845,0.775861,0.138564,-0.112283,0.816172,0.412305,-0.06098,0.833454,0.30437,-0.089368,0.844789,0.233188,-0.110465,0.852568,0.16627,-0.125334,0.856862,0.450243,-0.070494,0.895728,0.384946,-0.097356,0.923476,0.342897,-0.108938,0.945168,0.302352,-0.116666,5
945,'2026/01/20 13:50:34:812',6,0.782438,0.629078,0.000001,0.723391,0.599573,-0.033924,0.665297,0.544044,-0.057352,0.615446,0.503934,-0.078479,0.566197,0.484461,-0.101916,0.718762,0.414246,-0.048892,0.677309,0.324465,-0.076589,0.654509,0.264778,-0.097689,0.638406,0.210411,-0.113704,0.77008,0.397417,-0.053875,0.769849,0.282787,-0.077324,0.771748,0.204675,-0.097366,0.774324,0.135531,-0.11305,0.816244,0.411885,-0.061977,0.833753,0.302704,-0.090599,0.845532,0.230733,-0.112407,0.85374,0.16426,-0.127965,0.856772,0.449739,-0.072125,0.897073,0.386,-0.100202,0.92589,0.344626,-0.113117,0.948786,0.304964,-0.121765,5
946,'2026/01/20 13:50:34:855',6,0.783777,0.619927,0.000001,0.72409,0.593245,-0.033311,0.664829,0.538557,-0.056313,0.61356,0.499288,-0.077276,0.563715,0.480466,-0.100352,0.716875,0.41064,-0.046642,0.675811,0.320966,-0.073181,0.653748,0.262157,-0.093541,0.638708,0.208386,-0.109129,0.767811,0.393252,-0.051572,0.767663,0.279159,-0.074057,0.770108,0.2029,-0.093471,0.773837,0.134879,-0.108782,0.814223,0.406671,-0.05961,0.830213,0.299028,-0.087239,0.841521,0.228767,-0.108021,0.849677,0.163555,-0.12293,0.855473,0.442651,-0.069714,0.893752,0.379071,-0.096181,0.921457,0.338082,-0.107839,0.943519,0.298944,-0.115809,5
947,'2026/01/20 13:50:34:901',6,0.784154,0.613746,0.000001,0.724568,0.586799,-0.03423,0.664518,0.53185,-0.057243,0.61202,0.491544,-0.078062,0.562081,0.472036,-0.100694,0.715465,0.405618,-0.046178,0.674168,0.316527,-0.073087,0.651815,0.257759,-0.093425,0.636551,0.20476,-0.108741,0.7665,0.387408,-0.050553,0.766246,0.273224,-0.072781,0.768168,0.196482,-0.091855,0.7716,0.129262,-0.106814,0.812842,0.400033,-0.058306,0.829046,0.293976,-0.085834,0.840218,0.224194,-0.106164,0.848168,0.160857,-0.120588,0.853671,0.435333,-0.068277,0.891541,0.373483,-0.094934,0.918495,0.332513,-0.106613,0.939755,0.294246,-0.114381,5
948,'2026/01/20 13:50:34:948',6,0.782589,0.607858,0.000001,0.722724,0.581029,-0.034214,0.662369,0.526883,-0.056921,0.609646,0.487297,-0.077325,0.559583,0.467042,-0.099292,0.712902,0.398653,-0.045382,0.670854,0.310247,-0.07189,0.648407,0.251473,-0.091801,0.633508,0.198726,-0.106747,0.763835,0.380515,-0.049443,0.762501,0.267019,-0.071281,0.764371,0.191082,-0.089779,0.767763,0.12504,-0.104266,0.81043,0.393092,-0.057005,0.826056,0.288502,-0.084343,0.83693,0.2196,-0.10407,0.84449,0.157126,-0.117933,0.851853,0.428329,-0.066811,0.889829,0.365428,-0.093093,0.916743,0.323952,-0.104499,0.93769,0.285313,-0.112007,5
949,'2026/01/20 13:50:34:993',6,0.78004,0.603977,0.000001,0.720347,0.576126,-0.032422,0.659128,0.520019,-0.053445,0.605764,0.480668,-0.072428,0.555563,0.461509,-0.092785,0.70955,0.39041,-0.041319,0.667114,0.301963,-0.066032,0.644407,0.244558,-0.084622,0.629441,0.19413,-0.098536,0.760324,0.372106,-0.045536,0.758861,0.258545,-0.066085,0.760594,0.183657,-0.083649,0.763864,0.119348,-0.097262,0.807093,0.384088,-0.053264,0.823215,0.28022,-0.079523,0.833821,0.212617,-0.09851,0.840946,0.151609,-0.111643,0.848478,0.418572,-0.06309,0.885645,0.355238,-0.088059,0.912239,0.314323,-0.098479,0.932825,0.276879,-0.105186,5
950,'2026/01/20 13:50:35:026',6,0.775042,0.598526,0.000001,0.715751,0.569931,-0.032372,0.654553,0.513863,-0.053332,0.600908,0.474864,-0.072292,0.550747,0.455793,-0.092656,0.705112,0.385353,-0.040611,0.663632,0.297109,-0.065562,0.641427,0.240869,-0.084546,0.626155,0.191419,-0.098602,0.755337,0.36723,-0.044816,0.75321,0.253054,-0.065,0.754705,0.179209,-0.08235,0.757444,0.115848,-0.09581,0.801535,0.378932,-0.052619,0.816568,0.275284,-0.078422,0.826813,0.20875,-0.09685,0.833531,0.148747,-0.109581,0.842717,0.412611,-0.062579,0.878536,0.348475,-0.08698,0.905148,0.308356,-0.096722,0.925571,0.272032,-0.102947,5
951,'2026/01/20 13:50:35:072',6,0.771322,0.590526,0.000001,0.712344,0.56413,-0.033411,0.651479,0.508908,-0.054939,0.59774,0.470201,-0.074292,0.547476,0.451553,-0.094973,0.699946,0.379498,-0.042352,0.658394,0.291794,-0.067419,0.636506,0.235234,-0.086217,0.621828,0.185045,-0.100315,0.749909,0.360603,-0.046076,0.747197,0.247907,-0.066779,0.748429,0.174842,-0.084215,0.751053,0.111716,-0.097786,0.796192,0.371867,-0.053409,0.810618,0.269712,-0.079765,0.820316,0.204104,-0.098613,0.826601,0.144537,-0.111681,0.837398,0.405531,-0.062961,0.87389,0.342017,-0.08819,0.901036,0.301615,-0.098906,0.922278,0.264443,-0.105846,5
952,'2026/01/20 13:50:35:119',6,0.767434,0.586895,0.000001,0.708387,0.560284,-0.033747,0.647785,0.505141,-0.055564,0.594018,0.467426,-0.075145,0.543441,0.449643,-0.096196,0.695729,0.37364,-0.043074,0.655133,0.287402,-0.068438,0.63372,0.230608,-0.087667,0.619335,0.179793,-0.102246,0.745782,0.355974,-0.047075,0.743717,0.245694,-0.067805,0.744896,0.17364,-0.085722,0.74727,0.111042,-0.099898,0.791975,0.368416,-0.054706,0.806965,0.266071,-0.081542,0.816367,0.200472,-0.101304,0.822299,0.140101,-0.115263,0.83316,0.40365,-0.064545,0.871245,0.340948,-0.091212,0.89897,0.300163,-0.103328,0.92086,0.261671,-0.111264,5
953,'2026/01/20 13:50:35:150',6,0.764127,0.582169,0.000001,0.704779,0.556327,-0.033167,0.644189,0.502473,-0.054445,0.59084,0.466191,-0.07359,0.541072,0.449087,-0.094322,0.692647,0.370605,-0.042159,0.652104,0.284492,-0.067077,0.630441,0.226898,-0.086129,0.615783,0.17587,-0.100652,0.743051,0.352535,-0.046457,0.741593,0.242439,-0.066514,0.742651,0.170338,-0.084208,0.744809,0.10826,-0.098322,0.789181,0.36484,-0.054379,0.805042,0.262636,-0.080708,0.814193,0.197047,-0.100448,0.819912,0.136533,-0.114552,0.830038,0.400568,-0.064488,0.868763,0.339379,-0.090959,0.89625,0.298825,-0.103063,0.91801,0.260103,-0.111071,5
954,'2026/01/20 13:50:35:198',6,0.759473,0.581,0.000001,0.70003,0.552506,-0.032747,0.640913,0.499061,-0.054273,0.588401,0.463584,-0.073847,0.538854,0.448462,-0.095235,0.69011,0.369118,-0.042541,0.649858,0.282892,-0.067724,0.628482,0.224493,-0.086887,0.613993,0.172377,-0.101559,0.740872,0.352147,-0.047391,0.739674,0.241675,-0.068113,0.741304,0.168761,-0.086181,0.744102,0.105963,-0.100554,0.786786,0.365543,-0.055772,0.803089,0.263294,-0.082771,0.812961,0.19743,-0.102694,0.819445,0.13632,-0.116849,0.827155,0.402241,-0.066267,0.865635,0.340625,-0.093016,0.893251,0.299477,-0.105026,0.915197,0.259708,-0.113019,5
955,'2026/01/20 13:50:35:231',6,0.755455,0.578438,0.000001,0.697673,0.550841,-0.032972,0.638316,0.498465,-0.055162,0.585693,0.462876,-0.075263,0.536014,0.446889,-0.097158,0.687562,0.367937,-0.044203,0.648365,0.281343,-0.070054,0.627388,0.223259,-0.089532,0.612951,0.171647,-0.104415,0.73797,0.350743,-0.04895,0.737081,0.240868,-0.070315,0.738721,0.168358,-0.088449,0.741144,0.105463,-0.102923,0.783731,0.364298,-0.057165,0.800089,0.262455,-0.084316,0.810087,0.196379,-0.104012,0.816501,0.134927,-0.118131,0.824076,0.401337,-0.067504,0.862586,0.340503,-0.094327,0.889803,0.298714,-0.10647,0.911397,0.258166,-0.114648,5
956,'2026/01/20 13:50:35:263',6,0.737973,0.580585,0.000001,0.679163,0.552108,-0.034058,0.620451,0.499756,-0.057213,0.565642,0.4643,-0.078122,0.513868,0.447494,-0.101053,0.673076,0.367874,-0.043066,0.631774,0.281455,-0.068011,0.608382,0.224171,-0.087428,0.593359,0.174007,-0.102315,0.721446,0.350783,-0.04718,0.721003,0.240297,-0.068017,0.721853,0.167361,-0.086645,0.724349,0.104079,-0.101459,0.765005,0.365553,-0.054885,0.782086,0.263447,-0.08157,0.792374,0.195631,-0.102259,0.799559,0.13368,-0.117188,0.80309,0.403706,-0.064711,0.841576,0.343305,-0.090736,0.868862,0.302075,-0.102852,0.890182,0.263129,-0.111213,5
957,'2026/01/20 13:50:35:307',6,0.729137,0.582584,0.000001,0.67143,0.549637,-0.032235,0.613739,0.497654,-0.054702,0.561168,0.464216,-0.075444,0.511859,0.450777,-0.098053,0.667149,0.369293,-0.041327,0.62753,0.28274,-0.066978,0.606248,0.2249,-0.08706,0.59183,0.173481,-0.102343,0.715031,0.3535,-0.046348,0.712846,0.243877,-0.068078,0.714511,0.170066,-0.086886,0.717406,0.105575,-0.101644,0.75842,0.367266,-0.054909,0.773469,0.264947,-0.081611,0.783512,0.197893,-0.101302,0.790155,0.135504,-0.115343,0.796857,0.40348,-0.065698,0.834229,0.343447,-0.09136,0.860899,0.302007,-0.102958,0.882243,0.26189,-0.110838,5
958,'2026/01/20 13:50:35:338',6,0.720819,0.57761,0.000001,0.663283,0.547737,-0.03247,0.605293,0.49901,-0.05538,0.55343,0.465464,-0.076478,0.504432,0.451592,-0.099611,0.659619,0.369798,-0.042492,0.619594,0.284206,-0.067957,0.598716,0.227035,-0.088064,0.584999,0.175779,-0.103433,0.70744,0.35394,-0.047278,0.705826,0.245285,-0.068972,0.707909,0.172319,-0.087933,0.71116,0.107834,-0.102935,0.750719,0.367691,-0.055472,0.766584,0.267416,-0.081741,0.776834,0.200766,-0.10161,0.783513,0.138594,-0.115963,0.78918,0.403615,-0.065862,0.826197,0.343158,-0.090428,0.852382,0.302655,-0.101518,0.872843,0.263447,-0.109365,5
959,'2026/01/20 13:50:35:385',6,0.710926,0.588393,0.000001,0.652697,0.555122,-0.030366,0.595821,0.502132,-0.051698,0.543836,0.467066,-0.071656,0.494841,0.453355,-0.093778,0.652227,0.371315,-0.037723,0.611695,0.285483,-0.061861,0.590418,0.228309,-0.081567,0.576427,0.177388,-0.096692,0.699412,0.355846,-0.042932,0.698025,0.247538,-0.063761,0.699264,0.175229,-0.082843,0.701215,0.111338,-0.097817,0.741255,0.369107,-0.051544,0.758255,0.26895,-0.07735,0.768783,0.201847,-0.097826,0.775223,0.139387,-0.112478,0.777613,0.404075,-0.06215,0.815827,0.343408,-0.086518,0.843165,0.303473,-0.097887,0.864656,0.265041,-0.105799,5
960,'2026/01/20 13:50:35:432',6,0.703154,0.586404,0,0.64436,0.555645,-0.030607,0.587193,0.504614,-0.052652,0.535608,0.469286,-0.073089,0.486614,0.453748,-0.095715,0.643613,0.374488,-0.040174,0.60265,0.288551,-0.064979,0.580493,0.232047,-0.084972,0.566013,0.182164,-0.100039,0.689885,0.358669,-0.04521,0.688171,0.249661,-0.066067,0.689505,0.177942,-0.084812,0.692291,0.115043,-0.099719,0.731493,0.371503,-0.053523,0.748994,0.27226,-0.078808,0.760232,0.205835,-0.098866,0.767932,0.144833,-0.113465,0.768241,0.40571,-0.063841,0.805804,0.342793,-0.087156,0.833413,0.302949,-0.097696,0.855375,0.265365,-0.105293,5
961,'2026/01/20 13:50:35:464',6,0.694043,0.582737,0,0.636247,0.553511,-0.031885,0.578218,0.505129,-0.054829,0.526534,0.471088,-0.07592,0.47765,0.454424,-0.099243,0.634035,0.374701,-0.042309,0.593399,0.29058,-0.067811,0.5712,0.234366,-0.088356,0.55665,0.184262,-0.103919,0.680019,0.358549,-0.047087,0.678697,0.250464,-0.068573,0.680211,0.178585,-0.087874,0.683304,0.114767,-0.103265,0.721358,0.37122,-0.05518,0.737988,0.271947,-0.081203,0.748961,0.204931,-0.102079,0.756802,0.143154,-0.117376,0.757748,0.405659,-0.065337,0.794646,0.344859,-0.090122,0.822021,0.305459,-0.101801,0.843934,0.267978,-0.110134,5
962,'2026/01/20 13:50:35:508',6,0.685253,0.581845,0.000001,0.627611,0.552699,-0.031186,0.569645,0.505212,-0.053558,0.517981,0.471328,-0.074272,0.469326,0.454679,-0.097049,0.623956,0.374781,-0.040528,0.583584,0.290971,-0.065572,0.561914,0.234242,-0.085651,0.548199,0.184036,-0.100987,0.670189,0.357931,-0.045555,0.668136,0.250783,-0.067002,0.669714,0.178588,-0.086192,0.672853,0.11531,-0.101426,0.712143,0.370011,-0.053998,0.728486,0.271089,-0.080423,0.738861,0.203874,-0.101558,0.745976,0.142138,-0.116875,0.749233,0.40421,-0.064422,0.787139,0.34356,-0.089736,0.814332,0.303054,-0.102033,0.835905,0.264391,-0.110713,5
963,'2026/01/20 13:50:35:556',6,0.675957,0.578959,0.000001,0.61855,0.55107,-0.032508,0.560833,0.505478,-0.05557,0.50914,0.472584,-0.076715,0.461379,0.455521,-0.099978,0.614496,0.376506,-0.041296,0.574139,0.292688,-0.066297,0.553128,0.235942,-0.086537,0.540294,0.185242,-0.10205,0.660035,0.360237,-0.045743,0.658836,0.25153,-0.067094,0.659955,0.179475,-0.086474,0.662942,0.116063,-0.101891,0.700852,0.371726,-0.053707,0.717635,0.269045,-0.080245,0.728146,0.20118,-0.101789,0.735871,0.138998,-0.117464,0.737041,0.405021,-0.063722,0.774166,0.344914,-0.089753,0.801256,0.305292,-0.102603,0.823073,0.267561,-0.111652,5
964,'2026/01/20 13:50:35:588',6,0.666058,0.578114,0.000001,0.608941,0.551109,-0.032536,0.552199,0.507015,-0.056064,0.500909,0.473778,-0.077793,0.453432,0.455863,-0.101499,0.603177,0.377773,-0.041815,0.563405,0.294694,-0.067073,0.542164,0.238069,-0.087182,0.529425,0.186328,-0.102578,0.648633,0.361218,-0.046186,0.647257,0.254017,-0.06842,0.647902,0.181774,-0.087943,0.650218,0.117116,-0.103277,0.689337,0.372216,-0.054017,0.705646,0.271251,-0.081399,0.715657,0.203529,-0.102788,0.722397,0.141502,-0.11798,0.72504,0.404231,-0.063863,0.763082,0.342641,-0.090381,0.791247,0.301609,-0.103358,0.814023,0.262809,-0.112231,5
965,'2026/01/20 13:50:35:621',6,0.657164,0.571151,0.000001,0.59946,0.548161,-0.032746,0.54097,0.506,-0.056221,0.490131,0.473683,-0.077591,0.443147,0.457066,-0.10114,0.592932,0.378066,-0.045802,0.553175,0.294979,-0.071166,0.530901,0.238542,-0.090783,0.516549,0.186513,-0.105946,0.638292,0.361459,-0.049932,0.637026,0.253867,-0.072201,0.637962,0.182522,-0.091046,0.640316,0.11796,-0.106141,0.678843,0.372093,-0.057203,0.69434,0.272322,-0.084405,0.703424,0.205478,-0.105209,0.709178,0.143633,-0.120262,0.714833,0.403405,-0.06646,0.752214,0.341108,-0.092851,0.779891,0.299638,-0.105649,0.802014,0.260054,-0.114635,5
966,'2026/01/20 13:50:35:666',6,0.648518,0.572669,0.000001,0.591691,0.5477,-0.031797,0.533687,0.505664,-0.054784,0.481943,0.475468,-0.075837,0.435431,0.459958,-0.098916,0.584906,0.375682,-0.043689,0.543461,0.294442,-0.069231,0.520181,0.239023,-0.0891,0.504838,0.188695,-0.104183,0.629257,0.358844,-0.048242,0.625719,0.252027,-0.069838,0.626011,0.180643,-0.087987,0.628361,0.117526,-0.102398,0.66927,0.370241,-0.056113,0.684026,0.269406,-0.082633,0.693053,0.201881,-0.103122,0.699122,0.139282,-0.117905,0.705014,0.402851,-0.065985,0.742105,0.34168,-0.092263,0.768964,0.299431,-0.105174,0.790905,0.258656,-0.114016,5
967,'2026/01/20 13:50:35:712',6,0.625611,0.564508,0.000001,0.567808,0.540638,-0.030267,0.509005,0.500596,-0.051382,0.459343,0.471226,-0.070515,0.414502,0.455813,-0.091796,0.557826,0.371753,-0.040274,0.515785,0.293327,-0.063628,0.492884,0.23967,-0.081783,0.478106,0.191431,-0.09577,0.602578,0.352337,-0.044969,0.599865,0.245775,-0.06506,0.599589,0.176783,-0.083268,0.600979,0.116155,-0.097784,0.642606,0.36243,-0.052885,0.656427,0.26845,-0.078951,0.663526,0.202352,-0.101137,0.668389,0.142577,-0.117248,0.678457,0.394332,-0.06247,0.715259,0.337727,-0.087775,0.742205,0.297071,-0.101084,0.763813,0.25793,-0.110625,5
968,'2026/01/20 13:50:35:758',6,0.618385,0.560459,0,0.561624,0.540106,-0.030787,0.504865,0.501028,-0.052651,0.455031,0.472169,-0.072793,0.409701,0.45821,-0.095046,0.550458,0.370523,-0.041828,0.511264,0.293786,-0.066307,0.48826,0.240572,-0.085381,0.472036,0.192137,-0.100187,0.594064,0.351622,-0.046742,0.589093,0.246327,-0.067489,0.588325,0.176873,-0.085072,0.589136,0.115159,-0.099161,0.634119,0.362016,-0.054893,0.645206,0.26302,-0.08172,0.65218,0.198285,-0.102215,0.656474,0.13764,-0.116906,0.670347,0.393954,-0.064913,0.70447,0.33493,-0.092512,0.730141,0.294423,-0.105988,0.751377,0.254682,-0.115041,5
969,'2026/01/20 13:50:35:811',6,0.606105,0.567157,0.000001,0.548726,0.544751,-0.029339,0.49068,0.503426,-0.050437,0.441345,0.475549,-0.06977,0.396802,0.464604,-0.09135,0.533233,0.370899,-0.041282,0.491521,0.291757,-0.065104,0.467643,0.239094,-0.083489,0.451825,0.191741,-0.097582,0.577554,0.351398,-0.046513,0.57059,0.247502,-0.067341,0.568592,0.178922,-0.085515,0.568746,0.117172,-0.099777,0.618241,0.360973,-0.054759,0.628614,0.264191,-0.08131,0.634747,0.198147,-0.103093,0.638443,0.137234,-0.118653,0.654421,0.391278,-0.064554,0.68795,0.330524,-0.090825,0.712834,0.289102,-0.104351,0.732948,0.249029,-0.113724,5
970,'2026/01/20 13:50:35:853',6,0.598441,0.562722,0.000001,0.540465,0.542036,-0.029844,0.482546,0.503254,-0.05113,0.432731,0.476495,-0.070819,0.388319,0.469659,-0.09276,0.524091,0.371853,-0.041323,0.484289,0.294824,-0.06568,0.461217,0.242222,-0.084544,0.444998,0.19432,-0.099181,0.568544,0.352023,-0.046796,0.56193,0.248391,-0.068293,0.559937,0.178377,-0.08688,0.559468,0.115193,-0.101466,0.609308,0.361441,-0.055387,0.619524,0.262922,-0.082547,0.625511,0.197015,-0.104157,0.628709,0.135557,-0.119513,0.645976,0.391903,-0.065639,0.679409,0.33188,-0.092659,0.703469,0.290339,-0.106276,0.722646,0.249361,-0.115587,5
971,'2026/01/20 13:50:35:898',6,0.597839,0.562207,0.000001,0.539911,0.540245,-0.02855,0.483159,0.502865,-0.049828,0.433603,0.478197,-0.069874,0.390552,0.472619,-0.092087,0.524919,0.372182,-0.040569,0.483741,0.294024,-0.065339,0.460787,0.240315,-0.084152,0.445122,0.191827,-0.098571,0.568754,0.352552,-0.047059,0.561414,0.24782,-0.068468,0.560655,0.176843,-0.086238,0.561875,0.115049,-0.100162,0.60915,0.362131,-0.056747,0.619924,0.263174,-0.083747,0.626488,0.197583,-0.10442,0.630644,0.137594,-0.119056,0.645866,0.393705,-0.068155,0.680199,0.333282,-0.094831,0.704384,0.290667,-0.107844,0.723716,0.249304,-0.11673,5
972,'2026/01/20 13:50:35:947',6,0.58841,0.565217,0.000001,0.530398,0.54381,-0.028428,0.473023,0.503247,-0.048961,0.42354,0.477145,-0.068131,0.379735,0.472766,-0.089724,0.51405,0.372084,-0.040049,0.475725,0.294999,-0.063806,0.453616,0.241608,-0.082256,0.438171,0.193192,-0.096749,0.558693,0.352728,-0.046142,0.552762,0.248921,-0.066986,0.550912,0.179295,-0.085195,0.550247,0.117232,-0.09965,0.599505,0.362127,-0.055239,0.610586,0.264066,-0.081653,0.616402,0.197967,-0.102941,0.619235,0.136952,-0.118292,0.636045,0.392597,-0.065913,0.670103,0.333238,-0.092299,0.694065,0.291272,-0.105774,0.712973,0.250023,-0.115172,5
